transaction_id,user_id,date,merchant,amount,category,persona,is_anomaly
8a74badfd2d9497aa0947a09e8a5078a,user_55d583c9,2025-09-14T13:27:05.845592,PlayStation Network,58.56,Entertainment,The Partier,False
0d7abebecbb9457d927a108ec9db8a14,user_55d583c9,2025-09-14T13:27:05.845592,Shell Gas,57.13,Transportation,The Partier,False
989596aa72454b02b54a0497bb98edae,user_55d583c9,2025-09-15T13:27:05.845592,Steam Games,62.75,Entertainment,The Partier,False
8cf181be98ad4ff2a775e13310eeb138,user_55d583c9,2025-09-15T13:27:05.845592,McDonalds,7.55,Food,The Partier,False
db33dee73d3e47a9a6453dce026e25fd,user_55d583c9,2025-09-16T13:27:05.845592,Trader Joe's,7.29,Food,The Partier,False
aeb5860c0af24fb8a653465c0cd7d6ba,user_55d583c9,2025-09-16T13:27:05.845592,Starbucks,6.94,Food,The Partier,False
cfba08cf08fc4e93bb9df89763963d56,user_55d583c9,2025-09-17T13:27:05.845592,Netflix,29.66,Entertainment,The Partier,False
15a31696d2b7439f870f2567b78bdba0,user_55d583c9,2025-09-17T13:27:05.845592,Trader Joe's,34.20,Food,The Partier,False
d9160f9722024ff592a95c0460f74ced,user_55d583c9,2025-09-18T13:27:05.845592,Steam Games,33.88,Entertainment,The Partier,False
16ef032e5e5d450aa21780bacc03e24a,user_55d583c9,2025-09-19T13:27:05.845592,McDonalds,17.44,Food,The Partier,False
0127fec8ab7b4ce08eb3dabeb02a4b3c,user_55d583c9,2025-09-19T13:27:05.845592,Local Bar,79.49,Entertainment,The Partier,False
e7fa55fa009044b7adf0b72e0f497536,user_55d583c9,2025-09-19T13:27:05.845592,Whole Foods,25.25,Food,The Partier,False
781dee0f04644c1a92361ea54f1cfeba,user_55d583c9,2025-09-20T13:27:05.845592,Subway,8.71,Food,The Partier,False
2d23bc60a76a48fb95ad07eb7234c8eb,user_55d583c9,2025-09-20T13:27:05.845592,DoorDash,21.84,Food,The Partier,False
d166451405f24463bef71ac0e98f06b7,user_55d583c9,2025-09-20T13:27:05.845592,Nike,109.66,Shopping,The Partier,False
982ae52acb38466f992af2382463318b,user_55d583c9,2025-09-21T13:27:05.845592,PlayStation Network,58.70,Entertainment,The Partier,False
ab87a57fece84cf3b12c004f51d0fa66,user_55d583c9,2025-09-21T13:27:05.845592,Netflix,52.00,Entertainment,The Partier,False
4b75ffa0b0b2469d812145c8f38859b6,user_55d583c9,2025-09-21T13:27:05.845592,AMC Theaters,89.56,Entertainment,The Partier,False
44d21ee6921742e0919f0eaf278c46f6,user_55d583c9,2025-09-21T13:27:05.845592,Steam Games,72.12,Entertainment,The Partier,False
ca403e0da3e74b90ba464f7de754dce2,user_55d583c9,2025-09-21T13:27:05.845592,McDonalds,26.13,Food,The Partier,False
04a6babc49ce4925ad14da0dda5504c8,user_55d583c9,2025-09-22T13:27:05.845592,Steam Games,51.46,Entertainment,The Partier,False
fc4afbe502ea438fad2ee25c1e239a17,user_55d583c9,2025-09-22T13:27:05.845592,AMC Theaters,86.48,Entertainment,The Partier,False
1df0c906196f4c68a63cb9743fcd1bab,user_55d583c9,2025-09-23T13:27:05.845592,Walmart,129.26,Shopping,The Partier,False
60dba180f4894ccaaa8683cccc3a87d9,user_55d583c9,2025-09-24T13:27:05.845592,AMC Theaters,77.00,Entertainment,The Partier,False
ac63b2eff4d744e7a5df1f5fbd7ca9bb,user_55d583c9,2025-09-25T13:27:05.845592,Steam Games,66.54,Entertainment,The Partier,False
433154e10e8242da87491d6d28ff1978,user_55d583c9,2025-09-25T13:27:05.845592,Target,42.96,Shopping,The Partier,False
be220c3cfd094cdabd42bf6cab76f6c6,user_55d583c9,2025-09-25T13:27:05.845592,AMC Theaters,12.26,Entertainment,The Partier,False
f785328d2e064819bb42f590b918102c,user_55d583c9,2025-09-25T13:27:05.845592,AMC Theaters,78.94,Entertainment,The Partier,False
29868b1f1c6f49afa8744a306ed15fe1,user_55d583c9,2025-09-25T13:27:05.845592,Best Buy,84.24,Shopping,The Partier,False
86b29130fec84f26b1eebb30cbe3e9d0,user_55d583c9,2025-09-26T13:27:05.845592,Local Bar,69.20,Entertainment,The Partier,False
f39e53e4603347849544035ec6fb13ea,user_55d583c9,2025-09-26T13:27:05.845592,Steam Games,98.92,Entertainment,The Partier,False
302cdc98a8f34e7eb2999d4c06c146cd,user_55d583c9,2025-09-27T13:27:05.845592,Steam Games,17.04,Entertainment,The Partier,False
d0b742ca392d4ac09991b790b75437c7,user_55d583c9,2025-09-27T13:27:05.845592,PlayStation Network,50.15,Entertainment,The Partier,False
02eac2cbe00345d6a857fb44313ed2aa,user_55d583c9,2025-09-27T13:27:05.845592,Nike,159.20,Shopping,The Partier,False
ade83af05c60448bbc00cef415b08650,user_55d583c9,2025-09-27T13:27:05.845592,Chipotle,35.64,Food,The Partier,False
acd96227f3de42c5b5219b51bbb4512e,user_55d583c9,2025-09-27T13:27:05.845592,Chipotle,37.65,Food,The Partier,False
a51e6f786a9d47cc910244af54a9b973,user_55d583c9,2025-09-28T13:27:05.845592,Subway,12.67,Food,The Partier,False
c2fd2bc08752470c8f3405e2f0b148ed,user_55d583c9,2025-09-29T13:27:05.845592,Target,44.57,Shopping,The Partier,False
75d5fb795341456eab2a16d941396edb,user_55d583c9,2025-09-29T13:27:05.845592,Subway,7.84,Food,The Partier,False
441de54d7e254c54985e75194352f222,user_55d583c9,2025-09-29T13:27:05.845592,Trader Joe's,33.92,Food,The Partier,False
4df9f854e1674ecba224dc3e18ec35df,user_55d583c9,2025-09-29T13:27:05.845592,Netflix,31.84,Entertainment,The Partier,False
e1dd4c0cc4a54d679fa00c27728d552a,user_55d583c9,2025-09-30T13:27:05.845592,Starbucks,9.34,Food,The Partier,False
a442fd79c11f42a2a91370993c79f6c3,user_55d583c9,2025-09-30T13:27:05.845592,AMC Theaters,94.47,Entertainment,The Partier,False
e9f8d3719d0e41d2974b6ed0a32b8df0,user_55d583c9,2025-09-30T13:27:05.845592,Local Bar,75.97,Entertainment,The Partier,False
3c3cd94046a741a0835283423a8dd10b,user_55d583c9,2025-09-30T13:27:05.845592,Local Bar,24.91,Entertainment,The Partier,False
70d4a2f53f11468591e5524714a31838,user_55d583c9,2025-09-30T13:27:05.845592,Whole Foods,35.87,Food,The Partier,False
68a3b2617e094b1a926c8f2a39d8c126,user_55d583c9,2025-10-01T13:27:05.845592,Netflix,77.72,Entertainment,The Partier,False
d7a1db45b6384211b50ee1364312a6e8,user_55d583c9,2025-10-01T13:27:05.845592,Spotify,59.12,Entertainment,The Partier,False
0956dd656a8a4345b61e7f87353992b2,user_55d583c9,2025-10-01T13:27:05.845592,McDonalds,8.85,Food,The Partier,False
503c3f53463e420fa8951c29c55995b1,user_55d583c9,2025-10-02T13:27:05.845592,McDonalds,25.33,Food,The Partier,False
30abc37cbb514fb4a95a8ba13fb61afb,user_55d583c9,2025-10-02T13:27:05.845592,AMC Theaters,95.12,Entertainment,The Partier,False
730fa33548424eea823975235b584171,user_55d583c9,2025-10-02T13:27:05.845592,Steam Games,652.89,Entertainment,The Partier,True
b1586c58f10c4341b8968a9235db7e5e,user_55d583c9,2025-10-02T13:27:05.845592,Subway,12.06,Food,The Partier,False
62db51d3309f45159dc574aff493e729,user_55d583c9,2025-10-03T13:27:05.845592,AMC Theaters,28.22,Entertainment,The Partier,False
a314f4ffaccd4781a290913aae4bbb3a,user_55d583c9,2025-10-03T13:27:05.845592,Starbucks,33.01,Food,The Partier,False
91426ee741cd4ce4b07d4cde791bbc1d,user_55d583c9,2025-10-03T13:27:05.845592,AMC Theaters,43.67,Entertainment,The Partier,False
5c770978ebb64e9aa15e9192fc906e03,user_55d583c9,2025-10-03T13:27:05.845592,Amazon,164.34,Shopping,The Partier,False
b2de75b0fcf04536bbfafc887cbc8d23,user_55d583c9,2025-10-04T13:27:05.845592,Starbucks,28.74,Food,The Partier,False
4bbdbe4ae7d540e28ad09c7b859e96f8,user_55d583c9,2025-10-04T13:27:05.845592,DoorDash,37.88,Food,The Partier,False
761bbeb5f0494e7da426417df745de02,user_55d583c9,2025-10-04T13:27:05.845592,Spotify,75.36,Entertainment,The Partier,False
9a34518e13904f45b615f7de29e137e6,user_55d583c9,2025-10-04T13:27:05.845592,PlayStation Network,37.48,Entertainment,The Partier,False
318c448aa6c54aa896b2c4d8651f9ad5,user_55d583c9,2025-10-04T13:27:05.845592,Local Bar,89.71,Entertainment,The Partier,False
10acc52d26eb4ced86ec7c5e49fc2eae,user_55d583c9,2025-10-05T13:27:05.845592,Trader Joe's,33.70,Food,The Partier,False
7dff153fd83440489a05d2e40f578530,user_55d583c9,2025-10-06T13:27:05.845592,Best Buy,108.76,Shopping,The Partier,False
813b6a19e3fd460ca732d82fdd3d2a0e,user_55d583c9,2025-10-07T13:27:05.845592,PlayStation Network,36.95,Entertainment,The Partier,False
0709e46f4e954fa9afbfa5bf8e250723,user_55d583c9,2025-10-07T13:27:05.845592,Subway,36.28,Food,The Partier,False
d80b06e81c404608a97ca5ff1ea017f5,user_55d583c9,2025-10-07T13:27:05.845592,Subway,12.45,Food,The Partier,False
710ce2c13ba14235ab361c98a493b555,user_55d583c9,2025-10-08T13:27:05.845592,MTA Kiosk,154.08,Transportation,The Partier,True
eb50ab00c4f4413295849994f8f82c42,user_55d583c9,2025-10-08T13:27:05.845592,Nike,131.15,Shopping,The Partier,False
b8ce72073e094520bf8874a3d20ec282,user_55d583c9,2025-10-08T13:27:05.845592,Uber,37.75,Transportation,The Partier,False
18e4f884a4f140a3b404d5de31180dce,user_55d583c9,2025-10-08T13:27:05.845592,Trader Joe's,38.39,Food,The Partier,False
02c199dbb7214fcf824569913b0573b1,user_55d583c9,2025-10-08T13:27:05.845592,Local Bar,80.44,Entertainment,The Partier,False
7bedab647f3d4136991eb488f656e81e,user_55d583c9,2025-10-09T13:27:05.845592,Chevron,19.64,Transportation,The Partier,False
db7e66522a334c0f99f11cee5499945b,user_55d583c9,2025-10-09T13:27:05.845592,Target,131.47,Shopping,The Partier,False
8f3c5f5add9044bd8ac420919a959f00,user_55d583c9,2025-10-09T13:27:05.845592,Starbucks,35.03,Food,The Partier,False
54e1208c00944e8fa3eea40ab6996150,user_55d583c9,2025-10-09T13:27:05.845592,Starbucks,13.86,Food,The Partier,False
ae63a5039c9840ce8c44a3e49f51f984,user_55d583c9,2025-10-10T13:27:05.845592,Lyft,20.59,Transportation,The Partier,False
c538868465df428ab5fc979f238c8367,user_55d583c9,2025-10-10T13:27:05.845592,Whole Foods,11.14,Food,The Partier,False
e8ff6a6a4ce0488bb6ccd21646e61226,user_55d583c9,2025-10-10T13:27:05.845592,Netflix,85.77,Entertainment,The Partier,False
1d44e41f5c7841b7bbf6df901e811a73,user_55d583c9,2025-10-10T13:27:05.845592,PlayStation Network,29.39,Entertainment,The Partier,False
a634a577f98442598a8983688460af86,user_55d583c9,2025-10-10T13:27:05.845592,PlayStation Network,99.51,Entertainment,The Partier,False
b38e1da904bb4536b0bb8f4ffb5bf10b,user_55d583c9,2025-10-11T13:27:05.845592,PlayStation Network,77.82,Entertainment,The Partier,False
e29d7c8b0b564a4b9885ac27cc35b39a,user_55d583c9,2025-10-12T13:27:05.845592,McDonalds,13.40,Food,The Partier,False
ebcf675859d448748533bf40f753bcc9,user_55d583c9,2025-10-12T13:27:05.845592,Trader Joe's,28.14,Food,The Partier,False
7292577a8d504bdc93fa108fc768806f,user_55d583c9,2025-10-12T13:27:05.845592,Shell Gas,54.53,Transportation,The Partier,False
5f29edb004754e43aebec21e8c176818,user_55d583c9,2025-10-12T13:27:05.845592,AMC Theaters,221.43,Entertainment,The Partier,True
82469347a5544da18b6835d108b01867,user_55d583c9,2025-10-12T13:27:05.845592,Shell Gas,16.75,Transportation,The Partier,False
2171f3e3e334414ba67a36e40688430e,user_55d583c9,2025-10-13T13:27:05.845592,Target,149.26,Shopping,The Partier,False
067f70669f9c479f90c13fc898867aa5,user_55d583c9,2025-10-13T13:27:05.845592,Local Bar,94.15,Entertainment,The Partier,False
8167bed3b83447128a6437edf3d212a1,user_55d583c9,2025-10-13T13:27:05.845592,Steam Games,22.85,Entertainment,The Partier,False
6f5bdec42ef64a59b0bbb7b73e74c665,user_55d583c9,2025-10-13T13:27:05.845592,Subway,15.15,Food,The Partier,False
b824804eaba74aea94b8c3c941dc9ab9,user_55d583c9,2025-10-14T13:27:05.845592,AMC Theaters,94.10,Entertainment,The Partier,False
5256b07f3ad64a89a6e89b554b58d553,user_55d583c9,2025-10-15T13:27:05.845592,Amazon,183.08,Shopping,The Partier,False
eef055ce2e064111b25996ec3ceed622,user_55d583c9,2025-10-15T13:27:05.845592,Best Buy,130.86,Shopping,The Partier,False
1fe88b6d3ded4452b6f4ccd5e1c8525c,user_55d583c9,2025-10-15T13:27:05.845592,Local Bar,75.50,Entertainment,The Partier,False
d5f8a81da50c4fa9ab26e269b2d0f05d,user_55d583c9,2025-10-15T13:27:05.845592,DoorDash,14.98,Food,The Partier,False
8a3f11bf19d04b3dab8cf048882bf001,user_55d583c9,2025-10-16T13:27:05.845592,DoorDash,16.97,Food,The Partier,False
d39897721a004b158b0daba924e95f02,user_55d583c9,2025-10-17T13:27:05.845592,Uber,10.17,Transportation,The Partier,False
1175c93a697b47af8b2d2e6fa20f878e,user_55d583c9,2025-10-17T13:27:05.845592,McDonalds,18.66,Food,The Partier,False
c5b0d36a5a02439196fa6e3b67fd431f,user_55d583c9,2025-10-18T13:27:05.845592,DoorDash,35.22,Food,The Partier,False
03339aec66b74928a57d47c9f3ceff39,user_55d583c9,2025-10-18T13:27:05.845592,MTA Kiosk,32.54,Transportation,The Partier,False
1acdf22945ae43ae9e0c25619f849daf,user_55d583c9,2025-10-18T13:27:05.845592,McDonalds,36.94,Food,The Partier,False
76b7c16960f34b0f8c98d9d26a0a4d17,user_55d583c9,2025-10-18T13:27:05.845592,PlayStation Network,82.12,Entertainment,The Partier,False
1b296d2694ce4e8e83400206d3397608,user_55d583c9,2025-10-19T13:27:05.845592,Spotify,80.25,Entertainment,The Partier,False
8b35e8e2a0574ffdad9277204d65a55c,user_55d583c9,2025-10-19T13:27:05.845592,Starbucks,19.06,Food,The Partier,False
74a0af63f0a64af3b69a82e530f4ec28,user_55d583c9,2025-10-20T13:27:05.845592,Trader Joe's,6.43,Food,The Partier,False
da19498de1354a83a0fe5b43cfbedbd6,user_55d583c9,2025-10-20T13:27:05.845592,Spotify,84.55,Entertainment,The Partier,False
f9273146b33a43cb8fda6add6657366f,user_55d583c9,2025-10-20T13:27:05.845592,DoorDash,16.13,Food,The Partier,False
bc4a5e8807bc44e6be113adf0bc392d9,user_55d583c9,2025-10-21T13:27:05.845592,Steam Games,85.26,Entertainment,The Partier,False
86d8d760e74d47f194751b1b56a3305c,user_55d583c9,2025-10-21T13:27:05.845592,Spotify,98.43,Entertainment,The Partier,False
6fa1d5dd3efd4237a659a3732f27268b,user_55d583c9,2025-10-21T13:27:05.845592,Starbucks,8.19,Food,The Partier,False
c0e32bcd906247fe8fb8c0dcb356e9aa,user_55d583c9,2025-10-21T13:27:05.845592,McDonalds,26.94,Food,The Partier,False
2af34703989f41e1901b2dfc75f93022,user_55d583c9,2025-10-21T13:27:05.845592,AMC Theaters,84.72,Entertainment,The Partier,False
72dc3c43f8ba4d9cade91e8f2d9ce91f,user_55d583c9,2025-10-22T13:27:05.845592,Netflix,80.09,Entertainment,The Partier,False
4fd178ebc3824a61b880247f808a5244,user_55d583c9,2025-10-22T13:27:05.845592,MTA Kiosk,39.13,Transportation,The Partier,False
0eb7d2a3d75141e3902b66bd05f46905,user_55d583c9,2025-10-22T13:27:05.845592,McDonalds,32.40,Food,The Partier,False
5824e80556514813a7282ba67e435bda,user_55d583c9,2025-10-22T13:27:05.845592,Lyft,25.33,Transportation,The Partier,False
5b07a3ea508b4d45bb6573637a915f77,user_55d583c9,2025-10-22T13:27:05.845592,AMC Theaters,12.90,Entertainment,The Partier,False
5a715e0d061a41cfa173d1a907ffdcff,user_55d583c9,2025-10-23T13:27:05.845592,PlayStation Network,81.03,Entertainment,The Partier,False
541beb3bb5364f8d8dba8e704a35d829,user_55d583c9,2025-10-23T13:27:05.845592,PlayStation Network,41.54,Entertainment,The Partier,False
183d81b5051a40ab830e0b2b26d74a6a,user_55d583c9,2025-10-23T13:27:05.845592,Netflix,13.44,Entertainment,The Partier,False
9b65ca700ade4c10808d747f56918917,user_55d583c9,2025-10-24T13:27:05.845592,Subway,5.84,Food,The Partier,False
7fffda557374421aa395092eda0ec139,user_55d583c9,2025-10-24T13:27:05.845592,McDonalds,17.18,Food,The Partier,False
61eff45a92fa448ab6a7e3f65fb9ab33,user_55d583c9,2025-10-24T13:27:05.845592,AMC Theaters,17.52,Entertainment,The Partier,False
624e0d57d0e64056a864c34beafcb727,user_55d583c9,2025-10-24T13:27:05.845592,Subway,32.34,Food,The Partier,False
c92bec2503a740648270369f16268449,user_55d583c9,2025-10-24T13:27:05.845592,Whole Foods,16.92,Food,The Partier,False
536803ac5ba74a38972d0ddc3f935354,user_55d583c9,2025-10-25T13:27:05.845592,Whole Foods,21.56,Food,The Partier,False
2cee9ae9cfa2481a9333614b841ba846,user_55d583c9,2025-10-25T13:27:05.845592,Chipotle,11.01,Food,The Partier,False
b81fba70ec554e8b859949d6e65dd5a6,user_55d583c9,2025-10-26T13:27:05.845592,Walmart,143.12,Shopping,The Partier,False
39431ff67d0a4c69b09ecce5a34d61a9,user_55d583c9,2025-10-26T13:27:05.845592,Best Buy,170.01,Shopping,The Partier,False
3b6b7475a90946cea418099002dc0090,user_55d583c9,2025-10-26T13:27:05.845592,McDonalds,34.42,Food,The Partier,False
c93b604d809c49189291a8a6f9e56a2f,user_55d583c9,2025-10-26T13:27:05.845592,Chipotle,14.70,Food,The Partier,False
9294e67af3a846588eedcce581eb0317,user_55d583c9,2025-10-27T13:27:05.845592,Spotify,38.53,Entertainment,The Partier,False
c695a25cc3284118b8363decd4a55791,user_55d583c9,2025-10-27T13:27:05.845592,Spotify,24.95,Entertainment,The Partier,False
cd03d37e9bb14e9c8967508b325e563c,user_55d583c9,2025-10-27T13:27:05.845592,DoorDash,29.10,Food,The Partier,False
f46e14de0d6f49b383c4dad9e47f4a14,user_55d583c9,2025-10-28T13:27:05.845592,Apple Store,151.02,Shopping,The Partier,False
389eec0928b44ca1b3be5d58dbd927bf,user_55d583c9,2025-10-28T13:27:05.845592,Local Bar,53.42,Entertainment,The Partier,False
4fe3c7e050b64c46aa43a1ff34da3717,user_55d583c9,2025-10-29T13:27:05.845592,Subway,16.62,Food,The Partier,False
51986a2e4b5249418aa6e94bdd28c010,user_55d583c9,2025-10-29T13:27:05.845592,Spotify,45.07,Entertainment,The Partier,False
f7e0647ee885413d95b2b5b22d89b74a,user_55d583c9,2025-10-30T13:27:05.845592,Spotify,64.82,Entertainment,The Partier,False
b5188c8d78fe4416b6aefc3e66e33e97,user_55d583c9,2025-10-30T13:27:05.845592,Starbucks,29.74,Food,The Partier,False
d683ff64ace94335bf23127dfccc6117,user_55d583c9,2025-10-31T13:27:05.845592,Uber,39.69,Transportation,The Partier,False
585fe978632d4c7bb23b90007cc4a76e,user_55d583c9,2025-11-01T13:27:05.845592,McDonalds,39.76,Food,The Partier,False
0103b7b26e43482db51053d167603374,user_55d583c9,2025-11-01T13:27:05.845592,Trader Joe's,34.26,Food,The Partier,False
8000bbbe4ed04d928c3e59c96d7f6141,user_55d583c9,2025-11-02T13:27:05.845592,PlayStation Network,41.67,Entertainment,The Partier,False
627df1feb60f474887ba7380ad84c319,user_55d583c9,2025-11-02T13:27:05.845592,Best Buy,93.06,Shopping,The Partier,False
